Sentence,Source,SourceType
"You thought me then devoid of every proper feeling, I am sure you did.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He had not been long seated before he complimented Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Pray make my excuses to Pratt for not keeping my engagement, and dancing with him to-night.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Lydia talked incessantly of lottery tickets, of the fish she had lost and the fish she had won; and Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She represented to her sister, as forcibly as possible, what she felt on the subject, and had soon the pleasure of seeing its happy effect.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It was necessary to laugh when she would rather have cried.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins! My dear madam, replied he, let us be for ever silent on this point.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I knew how it would be.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins s present circumstances made it a most eligible match for their daughter, to whom they could give little fortune; and his prospects of future wealth were exceedingly fair.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"They were more disturbed, more unequal, than she had often seen them.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy looked just as he had been used to look in Hertfordshire, paid his compliments, with his usual reserve, to Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
At present we have nothing to guide us.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He is gone to my father already.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy s shameful boast of what misery he had been able to inflict gave her a keener sense of her sister s sufferings.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy s behaviour astonished and vexed her.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy;--but let me not interrupt you, sir.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy may hug himself. Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He was then, he said, on his way to Longbourn on purpose to inquire after her.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But I was not then master enough of myself to know what could or ought to be revealed.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
My excellent father died about five years ago; and his attachment to Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Could he have Colonel Fitzwilliam in his thoughts?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Lord bless me! only think! dear me!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I was right, therefore; my last letter had never reached her.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"That it would be done with such trifling exertion on his side, too, was another very welcome surprise; for his chief wish at present was to have as little trouble in the business as possible.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Ten thousand a year!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy had described as the idleness and vice of many years continuance.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I have sent for you on an affair of importance.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Elizabeth can give at least as good as she gets when she is attacked; but she never scratches, and she never attacks first.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Oh, it must be my uncle s doings!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"There was one part, especially the opening of it, which I should dread your having the power of reading again.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But I suppose you had no opportunity.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I will endeavour to banish every painful thought, and think only of what will make me happy, your affection, and the invariable kindness of my dear uncle and aunt.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She was a woman of mean understanding, little information, and uncertain temper.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Human nature is so prone to fall into it!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet sent to Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet and her daughters then departed, and Elizabeth returned instantly to Jane, leaving her own and her relations behaviour to the remarks of the two ladies and Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I might, perhaps, wish to be informed why, with so little _endeavour_ at civility, I am thus rejected.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Who would have thought she could be so thin and small! She is abominably rude to keep Charlotte out of doors in all this wind.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She will make him a very proper wife. Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"There are, undoubtedly, many who could not say the same; but, thanks to Lady Catherine de Bourgh, I am removed far beyond the necessity of regarding little matters. Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She began at length to recover, to fidget about in her chair, get up, sit down again, wonder, and bless herself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I expected at least that the pigs were got into the garden, and here is nothing but Lady Catherine and her daughter! La! my dear, said Maria, quite shocked at the mistake, it is not Lady Catherine.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Forster, the delight of Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Her father, contented with laughing at them, would never exert himself to restrain the wild giddiness of his youngest daughters; and her mother, with manners so far from right herself, was entirely insensible of the evil.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Elizabeth was delighted.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But as to your other objection, I am afraid it will hardly hold good.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, observed Miss Bingley, in a half whisper, that this adventure has rather affected your admiration of her fine eyes. Not at all, he replied: they were brightened by the exercise. A short pause followed this speech, and Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet had the pleasure of receiving her brother and his wife, who came, as usual, to spend the Christmas at Longbourn.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I always said it must be so, at last.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The idea of the olive branch perhaps is not wholly new, yet I think it is well expressed. To Catherine and Lydia neither the letter nor its writer were in any degree interesting.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Wherever you and Jane are known, you must be respected and valued; and you will not appear to less advantage for having a couple of--or I may say, three--very silly sisters.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"This information, however, startled Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You may have drawn him in. If I have, I shall be the last person to confess it. Miss Bennet, do you know who I am?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But pride--where there is a real superiority of mind--pride will be always under good regulation. Elizabeth turned away to hide a smile.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But what was your mother?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I dare say Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"His sisters were fine women, with an air of decided fashion.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Elizabeth went away with her head full of him.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Louisa and I were agreeing that we should not have known her again. However little Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Philips s vulgarity was another, and, perhaps, a greater tax on his forbearance; and though Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Jones s shopboy in the street, who had told her that they were not to send any more draughts to Netherfield, because the Miss Bennets were come away, when her civility was claimed towards Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
On Saturday he came again.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
This will never do. You need not distress yourself.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"So high and so conceited, that there was no enduring him!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
His accompanying them was a double advantage: she felt all the compliment it offered to herself; and it was most acceptable as an occasion of introducing him to her father and mother.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins; which, as Jane had received directions to open all that came for him in his absence, she accordingly read; and Elizabeth, who knew what curiosities his letters always were, looked over her, and read it likewise.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She had no fear of its spreading farther, through his means.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He begged to know further particulars of what he was indebted to his brother; but was too angry with Lydia to send any message to her.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet sat looking and winking at Elizabeth and Catherine for a considerable time, without making any impression on them.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy than he has received; and I am sorry to say that by his account, as well as his sister s, Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"These bitter accusations might have been suppressed, had I, with greater policy, concealed my struggles, and flattered you into the belief of my being impelled by unqualified, unalloyed inclination; by reason, by reflection, by everything.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"In anticipating the happiness of Bingley, which of course was to be inferior only to his own, he continued the conversation till they reached the house.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The Gardiners stayed a week at Longbourn; and what with the Philipses, the Lucases, and the officers, there was not a day without its engagement.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Her prudent mother, occupied by the same ideas, forbore to invite him to sit by herself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"“I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.”",http://quotes.toscrape.com/page/6/,quote
Elizabeth honestly and heartily expressed her delight in the prospect of their relationship.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Lady Catherine s unjustifiable endeavours to separate us were the means of removing all my doubts.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Kitty and I are going upstairs to sit in my dressing-room. Elizabeth made no attempt to reason with her mother, but remained quietly in the hall till she and Kitty were out of sight, then returned into the drawing-room.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, she could not but allow that Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Gardiner did not attempt to conceal these particulars from the Longbourn family; Jane heard them with horror.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Are you much acquainted with Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He does not want abilities.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"My visit was not long, as Caroline and Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"If he _had another_ motive, I am sure it would never disgrace him.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
They agreed that Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The favour of your company has been much felt, I assure you.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"“The more that you read, the more things you will know. The more that you learn, the more places you'll go.”",http://quotes.toscrape.com/page/4/,quote
"His regiment is there; for I suppose you have heard of his leaving the ----shire, and of his being gone into the Regulars.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner went away in all the perplexity about Elizabeth and her Derbyshire friend, that had attended her from that part of the world.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Does your charge give you much trouble?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It may, perhaps, be pleasant, replied Charlotte, to be able to impose on the public in such a case; but it is sometimes a disadvantage to be so very guarded.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He begged pardon for having displeased her.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It is too long ago.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Its completion depended on others.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"When all of the house that was open to general inspection had been seen, they returned down stairs; and, taking leave of the housekeeper, were consigned over to the gardener, who met them at the hall door.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"To Pemberley, therefore, they were to go.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Would to Heaven that anything could be either said or done on my part, that might offer consolation to such distress!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But I can assure the young ladies that I come prepared to admire them.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"[Illustration: Tenderly flirting [_Copyright 1894 by George Allen._]] Had she known that her sister sought to tear her from such prospects and such realities as these, what would have been her sensations?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet, as the carriage drove up to the door; her husband looked impenetrably grave; her daughters, alarmed, anxious, uneasy.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She felt that she had no business at Pemberley, and was obliged to assume a disinclination for seeing it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet 5 I hope Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It would have spared her, she thought, one sleepless night out of two.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You will not, I hope, consider me as showing any disrespect to your family, my dear madam, by thus withdrawing my pretensions to your daughter s favour, without having paid yourself and Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy walked off; and Elizabeth remained with no very cordial feelings towards him.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"My dear, dear Lizzy, I would, I do congratulate you; but are you certain--forgive the question--are you quite certain that you can be happy with him? There can be no doubt of that.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She continued in very agitating reflections till the sound of Lady Catherine s carriage made her feel how unequal she was to encounter Charlotte s observation, and hurried her away to her room.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins, and I will never see you again if you _do_. Elizabeth could not but smile at such a conclusion of such a beginning; but Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Do you play and sing, Miss Bennet? A little. Oh then--some time or other we shall be happy to hear you.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"They then sat down, and when her inquiries after Rosings were made, seemed in danger of sinking into total silence.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I remember, as soon as ever I saw him, when he first came into Hertfordshire last year, I thought how likely it was that you should come together.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley, if he _had been_ imposed on, would have much to suffer when the affair became public.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Collins you have been a daily witness of; and altogether I trust it does not appear that your friend has drawn an unfortunate--but on this point it will be as well to be silent.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"“Life is like riding a bicycle. To keep your balance, you must keep moving.”",http://quotes.toscrape.com/page/5/,quote
He even looked at her with a smile of affected incredulity.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Far be it from me, he presently continued, in a voice that marked his displeasure, to resent the behaviour of your daughter.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner, I really should not have thought that he could have behaved in so cruel a way by anybody as he has done by poor Wickham.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Robinson: did not I mention it to you?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He came, and in such very good time, that the ladies were none of them dressed.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"How shall we punish him for such a speech? Nothing so easy, if you have but the inclination, said Elizabeth.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But my feelings are not only cordial towards _him_, they are even impartial towards Miss King.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy drew his chair a little towards her, and said, _You_ cannot have a right to such very strong local attachment. _You_ cannot have been always at Longbourn. Elizabeth looked surprised.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But it was her business to be satisfied--and certainly her temper to be happy; and all was soon right again.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"These were the contents:-- /* NIND My dear Harriet, */ You will laugh when you know where I am gone, and I cannot help laughing myself at your surprise to-morrow morning, as soon as I am missed.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"If I had been able, said she, to carry my point in going to Brighton with all my family, _this_ would not have happened: but poor dear Lydia had nobody to take care of her.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I do not know when I have been more shocked, said she.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet as much as possible, saying not much to Elizabeth, and nothing at all to the others.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Nothing of the past was recollected with pain; and Lydia led voluntarily to subjects which her sisters would not have alluded to for the world.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy with a very expressive smile.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"One seems so forlorn without them. This is the consequence, you see, madam, of marrying a daughter, said Elizabeth.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You could not make _me_ happy, and I am convinced that I am the last woman in the world who would make _you_ so.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy had brought with him a Colonel Fitzwilliam, the younger son of his uncle, Lord ----; and, to the great surprise of all the party, when Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet gone away, and I know he will fight Wickham, wherever he meets him, and then he will be killed, and what is to become of us all?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He was storing his memory with anecdotes and noble names.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"And to the pang of a friend disgracing herself, and sunk in her esteem, was added the distressing conviction that it was impossible for that friend to be tolerably happy in the lot she had chosen.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I think she will be pleased with the hermitage. Elizabeth obeyed; and, running into her own room for her parasol, attended her noble guest downstairs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I do assure you that I am not one of those young ladies (if such young ladies there are) who are so daring as to risk their happiness on the chance of being asked a second time.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Elizabeth hoped she had silenced him; but he soon afterwards said,-- I was surprised to see Darcy in town last month.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
At Brighton she will be of less importance even as a common flirt than she has been here.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"What an excellent father you have, girls, said she, when the door was shut.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Good heaven! can it be really so?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley, whose blind partiality provoked her.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"“He's like a drug for you, Bella.”",http://quotes.toscrape.com/page/6/,quote
"The loo table, however, did not appear.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Was not this some excuse for incivility, if I _was_ uncivil?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I am not afraid of being overpowered by the impression.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You will hardly blame me for refusing to comply with this entreaty, or for resisting every repetition of it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins and Maria were gone on business into the village, when she was startled by a ring at the door, the certain signal of a visitor.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Will you come and see me? We shall often meet, I hope, in Hertfordshire. I am not likely to leave Kent for some time.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But with _me_, it is not so.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She was very equal, therefore, to address Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Wickham, I can only refute it by laying before you the whole of his connection with my family.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She is a very great favourite with some ladies of my acquaintance, Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, and her resolution to be civil to him only as Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She related the subjects of the pictures, the dimensions of the rooms, and the price of the furniture in vain.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley was obliged to be in town the following day, and consequently unable to accept the honour of their invitation, etc.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Tis an _etiquette_ I despise, said he.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Do you certainly leave Kent on Saturday? said she.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I thank you again and again for the honour you have done me in your proposals, but to accept them is absolutely impossible.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins, cried Elizabeth, with some warmth, you puzzle me exceedingly.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Elizabeth would wonder, and probably would blame her; and though her resolution was not to be shaken, her feelings must be hurt by such a disapprobation.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Very frequently were they reproached for this insensibility by Kitty and Lydia, whose own misery was extreme, and who could not comprehend such hard-heartedness in any of the family.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy s eyes were fixed on her.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But depend upon it, Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"When first he came in, he had spoken to her but little, but every five minutes seemed to be giving her more of his attention.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Yet he is _such_ a man. Yes, yes, they must marry.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"After pausing on this point a considerable while, she once more continued to read.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Jane could have no reserves from Elizabeth, where confidence would give pleasure; and, instantly embracing her, acknowledged, with the liveliest emotion, that she was the happiest creature in the world.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy liked me less, his son might have borne with me better; but his father s uncommon attachment to me irritated him, I believe, very early in life.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Lady Catherine, Sir William, and Mr. and Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The whole party have left Netherfield by this time, and are on their way to town; and without any intention of coming back again.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He had done all this for a girl whom he could neither regard nor esteem.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet, with more perseverance than politeness, protested he must be entirely mistaken; and Lydia, always unguarded and often uncivil, boisterously exclaimed,-- Good Lord!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"No officer is ever to enter my house again, nor even to pass through the village.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"And you are never to stir out of doors, till you can prove that you have spent ten minutes of every day in a rational manner. Kitty, who took all these threats in a serious light, began to cry.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She listened most attentively to all that passed between them, and gloried in every expression, every sentence of her uncle, which marked his intelligence, his taste, or his good manners.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"After listening one morning to their effusions on this subject, Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
And what do you think she said besides?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy that they scarcely ever saw him.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"To be sure, London was rather thin, but, however, the Little Theatre was open.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Wickham s charge exceedingly shocked her; the more so, as she could bring no proof of its injustice.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"GARDINER. The contents of this letter threw Elizabeth into a flutter of spirits, in which it was difficult to determine whether pleasure or pain bore the greatest share.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Not that I am afraid of _myself_, but I dread other people s remarks. Elizabeth did not know what to make of it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"There is also one other person in the party, he continued after a pause, who more particularly wishes to be known to you.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The letter was to this effect:-- /* My dear Lizzy, */ I wish you joy.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
We had better not mention it.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Allowing for the common demands of the game, Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bingley had been a most delightful friend; so easily guided that his worth was invaluable; but she checked herself.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet luckily stood in such awe of her intended son-in-law, that she ventured not to speak to him, unless it was in her power to offer him any attention, or mark her deference for his opinion.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I was only confused for the moment, because I felt that I _should_ be looked at.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Your affectionate friend, LYDIA BENNET. Oh, thoughtless, thoughtless Lydia! cried Elizabeth when she had finished it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Perhaps he thought her too young.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He has been here this half hour, and master has had a letter. Away ran the girls, too eager to get in to have time for speech.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Two offences of a very different nature, and by no means of equal magnitude, you last night laid to my charge.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Philips, and was, by her watchfulness, most abundantly supplied with coffee and muffin.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet assured her that they never sat there after dinner; and then added,-- May I take the liberty of asking your Ladyship whether you left Mr. and Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Mr. what s his name--that tall, proud man. Good gracious!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, he stopped, with a bow of superior courtesy, to compliment him on his dancing and his partner.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Unwilling as she was to admit an idea so destructive to Jane s happiness, and so dishonourable to the stability of her lover, she could not prevent its frequently recurring.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner had seen Pemberley, and known the late Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Does that young lady know Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
