Sentence,Source,SourceType
My daughter and my nephew are formed for each other.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy might leave the country, but that _he_ should stand his ground; yet he had avoided the Netherfield ball the very next week.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bingley with having promised on his first coming into the country to give a ball at Netherfield.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"We dressed up Chamberlayne in woman s clothes, on purpose to pass for a lady,--only think what fun!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Jane resolutely kept her place at the table; but Elizabeth, to satisfy her mother, went to the window--she looked--she saw Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Miss Bingley did the same; and Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet and his daughters saw all the advantages of Wickham s removal from the ----shire, as clearly as Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I often tell my other girls they are nothing to _her_.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The Lucases are very artful people, indeed, sister.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Had I but explained some part of it only--some part of what I learnt, to my own family!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
His surprise was great.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet got rid of her two most deserving daughters.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
At length she spoke again.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It was not thought necessary in Sir Lewis de Bourgh s family.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But, Lizzy, you can tell us whether it is like or not. Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"We cannot suppose he would help it, if he could.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She would be in nobody s way, you know, in that part of the house. Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
How can they suit each other?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He did look at it, and into it, for half an hour; was pleased with the situation and the principal rooms, satisfied with what the owner said in its praise, and took it immediately.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But he is an ugly fellow!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
We passed each other several times.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
To be fond of dancing was a certain step towards falling in love; and very lively hopes of Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But she is very young: she has never been taught to think on serious subjects; and for the last half year, nay, for a twelvemonth, she has been given up to nothing but amusement and vanity.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"“Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?”",http://quotes.toscrape.com/page/4/,quote
"His understanding and opinions all please me; he wants nothing but a little more liveliness, and _that_, if he marry _prudently_, his wife may teach him.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"How he lived, I know not.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"There--I have saved you the trouble of accounting for it; and really, all things considered, I begin to think it perfectly reasonable.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet was quite in the fidgets.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"On the following Monday, Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley by a housemaid, and some time afterwards from the two elegant ladies who waited on his sisters.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Happy shall I be when his stay at Netherfield is over! I wish I could say anything to comfort you, replied Elizabeth; but it is wholly out of my power.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Very nonsensical to come at all!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, for now they _do_ appear wholly undeserved. Certainly.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"For God s sake, say no more of his partners.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Its effect was most extraordinary; for, on first hearing it, Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Her aunt asked her, smilingly, how she liked it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet s best comfort was, that Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She was confident of having performed her duty; and to fret over unavoidable evils, or augment them by anxiety, was no part of her disposition.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Hurst and Miss Bingley; and though the mother was found to be intolerable, and the younger sisters not worth speaking to, a wish of being better acquainted with _them_ was expressed towards the two eldest.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Elizabeth then contrived to sit by her aunt.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy must have such extraordinary sources of happiness necessarily attached to her situation, that she could, upon the whole, have no cause to repine. Obstinate, headstrong girl!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet retired to the library, as was his custom, and Mary went upstairs to her instrument.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The other is Miss De Bourgh.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
How can Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Pray let me hear what you have to accuse him of, cried Colonel Fitzwilliam.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, to be treating his father s favourite in such a manner,--one whom his father had promised to provide for.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"To the little town of Lambton, the scene of Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"After lamenting it, however, at some length, she had the consolation of thinking that Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I did not believe her to be indifferent because I wished it; I believed it on impartial conviction, as truly as I wished it in reason.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The comfort to _her_, of the regiment s approaching removal, was indeed beyond expression.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Against staying longer, however, Elizabeth was positively resolved--nor did she much expect it would be asked; and fearful, on the contrary, of being considered as intruding themselves needlessly long, she urged Jane to borrow Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Nothing could console and nothing appease her.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet the next morning, but the post came in without bringing a single line from him.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"My poor mother is really ill, and keeps her room.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I will have no reserves from _you_.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins, being in fact much better fitted for a walker than a reader, was extremely well pleased to close his large book, and go.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I do not deserve it.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She will be taken good care of.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She does not disguise from herself or anybody that she resents Darcy s first ill-mannered personality with as personal a feeling.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet, and which she never failed to contradict as a most scandalous falsehood.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Long does not keep a carriage, and had to come to the ball in a hack chaise. I do not mind his not talking to Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Eager to be alone, and fearful of inquiries or hints from her uncle and aunt, she stayed with them only long enough to hear their favourable opinion of Bingley, and then hurried away to dress.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He left Netherfield for London on the day following, as you, I am certain, remember, with the design of soon returning.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
You both did as much as you could in planning the marriage.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Lydia s thoughtlessness first betrayed to me that you had been concerned in the matter; and, of course, I could not rest till I knew the particulars.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
A clergyman like you must marry.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I thought Miss Elizabeth Bennet looked remarkably well when she came into the room this morning.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet regretted that their stay would be so short; and she made the most of the time by visiting about with her daughter, and having very frequent parties at home.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Our poor mother is sadly grieved.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Hurst and Miss Bingley, and the lady with whom she lived in London.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bingley was to bring twelve ladies and seven gentlemen with him to the assembly.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Elizabeth was pleased; though when she asked herself the reason, she had very little to say in reply.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
[Illustration: On looking up ] CHAPTER XXXIII.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Hill began instantly to express her joy.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bingley was incomprehensible.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He then said,-- I have received a letter this morning that has astonished me exceedingly.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It is not the object of this work to give a description of Derbyshire, nor of any of the remarkable places through which their route thither lay--Oxford, Blenheim, Warwick, Kenilworth, Birmingham, etc., are sufficiently known.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
[Illustration] The whole party were in hopes of a letter from Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy changed colour; but the emotion was short, and he listened without attempting to interrupt her while she continued,-- I have every reason in the world to think ill of you.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
